,index,Unnamed: 0,FullDesign,NFE,TargetRatio Objective,StiffnessObjective,FeasibilityScore,StabilityScore
71,15870,119964,100000001000000110000001000100101101,708,0.1717626474271175,-0.6487377948551387,1.0,0.7000000000000001
72,18386,275193,101000001000000111000000000100100101,1206,0.17176264742711753,-0.6487377948551386,1.0,0.7000000000000001
73,9992,59124,100000001010000000000101101000011101,6736,0.2,-0.6487270709234113,1.0,0.8
74,20993,316672,100000001000000000000001010001001101,554,0.20000000000000004,-0.6477826544832648,1.0,0.30000000000000016
75,9801,57788,101000001100000101000100101001000101,9712,0.17516003495520446,-0.6464862320600852,1.0,1.0
76,6820,34536,101000001100000011000100111000000101,7392,0.16983948921916395,-0.6464862320600849,1.0,1.0
77,11628,73133,100010001000000000000101001111001101,8248,0.1915008718092934,-0.646417534093248,1.0,1.0
78,8345,44617,101100001010000011000100001000100101,1200,0.19150087180929332,-0.6464175340932478,1.0,1.0
79,10835,66392,100000001100000110000101001001001101,7790,0.15858912363649053,-0.6453468759139915,1.0,1.0
80,28865,516298,110110001000000000000101001000101101,1554,0.35329170851129377,-0.6450231656166228,0.6000000000000001,0.8
81,14285,100720,101110001000000001000000001100010101,1676,0.16327643690340404,-0.6446782114861136,1.0,1.0
82,2551,13082,100100001001000000000101001010001101,2026,0.14279700360740466,-0.6427249660257895,1.0,0.8
83,3314,15471,101100001000000001000100001010010101,4728,0.14279700360740466,-0.6427249660257894,1.0,1.0
84,3580,16637,101000001000000011000100001010010101,5178,0.14279700360740466,-0.6427249660257893,1.0,1.0
85,10975,67874,100000001010000010000101001000011101,9832,0.2,-0.6427249660257893,1.0,1.0
86,2876,13839,101110001000000001000101011001001101,1280,0.09671933560063699,-0.6423968461366207,1.0,0.8
87,1923,9552,101000001000000001000101001010001101,1608,0.0666666666666667,-0.6417112299465239,1.0,0.6000000000000001
88,17443,232688,101100001000000001000010010000000101,1300,0.2879295270867429,-0.6416323251691356,0.8,0.7000000000000001
89,10249,60942,101100001000000101000100001000000101,6952,0.2969100130080564,-0.6416323251691355,0.8,0.7000000000000001
90,6942,35319,101000001000000001000100011100000101,3878,0.2879295270867429,-0.6416323251691355,0.8,0.6000000000000001
91,14818,107084,101010001000000011000100001000000101,7086,0.2969100130080564,-0.6416323251691353,0.8,0.6000000000000001
92,19654,296276,101110001000000001000000000001000101,594,0.17651080785531564,-0.6401715810583708,1.0,0.5000000000000001
93,18352,274866,101000001000000111000000000100000101,436,0.17651080785531564,-0.6401715810583708,1.0,0.5000000000000001
94,5572,26318,101000001100000101000100001011000101,7772,0.2,-0.639979816689413,1.0,1.0
95,3150,14719,100000001100000100000101001011001101,8210,0.17066823212938312,-0.639979816689413,1.0,1.0
96,14105,99231,100010001100000000000100101010010101,9316,0.2750841362986318,-0.6392242620804236,0.8,1.0
97,2599,13170,101100001000000001000101011000001101,6556,0.08912586197027975,-0.635179586104782,1.0,0.8
98,2599,13170,101100001000000001000101011000001101,6556,0.08912586197027975,-0.635179586104782,1.0,0.8
99,2683,13333,101000001000000101000101001001001101,4786,0.08912586197027979,-0.6351795861047818,1.0,0.8
100,20013,300981,100100001000000000000001000000001101,522,0.2,-0.6347109256231008,1.0,0.30000000000000016
101,20013,300981,100100001000000000000001000000001101,522,0.2,-0.6347109256231008,1.0,0.30000000000000016
102,6285,31221,111000001000000001000100001010000101,5026,0.4218487496163563,-0.6337662236456756,0.6000000000000001,0.6000000000000001
103,28921,518004,100000001100000100000101101010011101,3554,0.17100457855479478,-0.6296089163206963,1.0,1.0
104,3362,15677,101100001000000001000100001001100101,5844,0.2710892001616886,-0.6253617951130084,0.8,0.8
105,28944,518533,100000001100000100000101011011001101,3556,0.22384210684019745,-0.6251140808958026,0.8,1.0
106,1229,7300,100100001101000000000100000001000111,179,0.17891470035425755,-0.6234340464603148,0.4000000000000001,1.0
107,13239,89479,100000001000000100000101111010001101,7184,0.2895236249072426,-0.6223902048856547,0.8,1.0
108,13967,97700,100000001010000100000101111000001101,7724,0.2895236249072426,-0.6223902048856547,0.8,1.0
109,14292,100781,100010001000000000000101001010111101,5242,0.2895236249072426,-0.6223902048856544,0.8,1.0
110,5030,22628,101000001000000111000101111000001101,2054,0.1026337482353714,-0.6205987713864632,1.0,1.0
111,7237,36869,101010001000000001000101001100111101,2196,0.1026337482353714,-0.620598771386463,1.0,1.0
112,28114,497421,100000001010000010000101000000101101,4752,0.2,-0.6202343792670928,1.0,1.0
113,28114,497421,100000001010000010000101000000101101,4752,0.2,-0.6202343792670928,1.0,1.0
114,15934,121991,101000001000000011000100110001000101,4455,0.15658189474014952,-0.6176772104310516,1.0,1.0
115,3799,17800,100000001000000010000101001111001101,940,0.16954572847715735,-0.6167962138472989,1.0,1.0
116,11797,74395,100100001010000000000101001101001101,7364,0.14704623068527914,-0.6167962138472989,1.0,1.0
117,4603,20575,101000001010000011000100001110000101,6652,0.11927646690283834,-0.6150959726776001,1.0,1.0
118,2559,13093,101100001000000001000101001001001101,6652,0.059638233451419186,-0.6150959726776001,1.0,0.8
119,23954,356340,100100001000000000000001001110001101,348,0.1707106781186548,-0.6145973528558621,1.0,0.8
120,25895,416075,101000001111000001000100101000000101,822,0.17172659863722187,-0.6139623470766075,1.0,1.0
121,12974,86141,101000001100000001000100101010010101,4680,0.1375975841250034,-0.6139623470766075,1.0,1.0
122,17752,260533,100000001101000000000101101010001101,1637,0.13759758412500342,-0.6139623470766075,1.0,1.0
123,1834,9287,101000001011000001000101011000001101,1246,0.0860751558957034,-0.6127990667417597,1.0,1.0
124,6357,31633,101000001010000001000100010000000101,3282,0.18763932022500213,-0.6107115550766999,1.0,0.7000000000000001
125,5148,23251,100010001000000000000001001010001101,5578,0.1876393202250021,-0.6107115550766998,1.0,0.7000000000000001
126,1952,9615,100000001010000000000001011000001101,3140,0.2,-0.6107115550766998,1.0,0.7000000000000001
127,2826,13694,101000001000000111000101001010001101,6954,0.06817962315622603,-0.6103760600512952,1.0,0.9
128,52,327,101000001010000001000101011010001101,4589,0.034850475471123736,-0.6090431847061847,0.8,0.8
129,523,3380,111100001010000001000101001011001101,1366,0.04593948484291939,-0.6087113763369345,0.4000000000000001,1.0
130,15042,110044,100010001000000100000100001010010101,3866,0.289770509014428,-0.6081768241373142,0.8,1.0
131,4635,20676,100000001100000010000101101010001101,9658,0.1443683693449326,-0.6069444540386889,1.0,1.0
132,3428,15904,101010001001000001000101001010001101,7764,0.08540026695366618,-0.6063118294167548,1.0,0.8
133,8689,47563,100000001010000000000101001000101111,962,0.4218487496163563,-0.6059777139510076,0.6000000000000001,0.9
134,3184,14860,111000001000000101000100001010000101,3874,0.4218487496163563,-0.6059777139510076,0.6000000000000001,0.9
135,1908,9508,100000001110000000000101101010001101,4896,0.1098233050099677,-0.6053545224304466,1.0,1.0
136,7644,39184,101000001100000111000101001100101101,6192,0.09365517933060837,-0.605194825383428,1.0,1.0
137,7960,41853,100010001100000000000101001010001101,8486,0.26370699490741284,-0.6047365936024964,0.8,0.8
138,5217,23758,100010001000000010000101001010001101,3260,0.2637069949074128,-0.6047365936024962,0.8,0.8
139,5624,26749,101100001000000101000100001010000101,8154,0.27241248115382144,-0.6047365936024962,0.8,0.9
140,7428,37821,101010001010000001000100001100000101,8450,0.27241248115382144,-0.6047365936024961,0.8,1.0
141,3843,18025,101000001100000001000101011001001101,1910,0.08690372635905252,-0.60369064206943,1.0,1.0
142,7257,36968,101000001001000001000101001100101101,2682,0.0869037263590525,-0.6036906420694297,1.0,1.0
143,25498,402282,100010001001000000000011000100101101,1152,0.2716723502859543,-0.602917463646222,0.8,0.9
144,3482,16126,100100001001000000000101001110001101,5368,0.14489490014388232,-0.5999726199801926,1.0,1.0
145,14811,106981,100000001000000010000101101011001101,3980,0.17226238738149874,-0.5999726199801925,1.0,1.0
146,10167,60406,101000001000000011000100101011000101,9462,0.1448949001438823,-0.5999726199801925,1.0,1.0
147,5777,28027,100000001110000000000101001100111101,9954,0.15310135039899558,-0.5990676705996624,1.0,1.0
148,6250,30981,101000001010000001000100001111000101,4172,0.12265409196609865,-0.598157576735616,1.0,0.8
149,6250,30981,101000001010000001000100001111000101,4172,0.12265409196609865,-0.598157576735616,1.0,0.8
150,6250,30981,101000001010000001000100001111000101,4172,0.12265409196609865,-0.598157576735616,1.0,0.8
151,9832,57947,101000001000000101000101001100011101,3844,0.08607515589570344,-0.5959495352618651,1.0,1.0
152,4275,19262,101000001100000001000101001100101101,6178,0.08607515589570344,-0.5959495352618651,1.0,1.0
153,9575,56333,101000001110000011000100001010000101,3986,0.13034127733599146,-0.5953904619644039,1.0,0.8
154,2170,10625,100000001010000000000101001110011101,2324,0.1303412773359915,-0.5953904619644039,1.0,0.8
155,2189,10732,100000001110000010000101001000011101,3232,0.17238576250846033,-0.5946114943517021,1.0,1.0
156,2974,14138,100000001100000010000101001010011101,7782,0.14477152501692067,-0.594611494351702,1.0,1.0
157,2324,11501,101000001000000001000101001010011101,2536,0.06388547761548752,-0.5933619692322734,1.0,0.8
158,8643,47241,101000001110000101000100001000100101,1732,0.2893895088616331,-0.5932924223574959,0.8,1.0
159,25900,416169,101000001111000001000100111001000101,890,0.1500848632518876,-0.5929899990072842,1.0,1.0
160,360,2280,101000001010000101000101001011101101,350,0.0570705735304232,-0.5920288818102012,0.4000000000000001,1.0
161,5805,28162,101000001111000001000101001000101101,1754,0.08335423338089203,-0.5920226362842446,1.0,1.0
162,28184,499243,100110001011000000000101001100101101,552,0.2051230036584086,-0.5906923015926375,0.8,1.0
163,4830,21572,101000001100000111000101001100001101,5430,0.07808713279204746,-0.5895200607300202,1.0,1.0
164,24303,360644,101000001100000011000000000100100101,1100,0.1668730136973027,-0.5894020340670848,1.0,0.9
165,12159,77407,101000001000000111000100011101000101,9520,0.2722853843446541,-0.5878988009648543,0.8,0.8
166,18554,277982,101000001000000111000100000100000101,558,0.17651080785531564,-0.587109138276228,1.0,0.8
167,11453,72019,100110001000000000000001001001001101,7914,0.16560183999168698,-0.587109138276228,1.0,0.8
168,12129,77084,101100001000000001000000011001000101,3472,0.16560183999168693,-0.587109138276228,1.0,0.8
169,19708,297021,101110001000000001000100000001000101,618,0.17651080785531564,-0.587109138276228,1.0,0.8
170,10991,68102,101100001000000001000100010000000101,9480,0.18763932022500213,-0.5869595999885951,1.0,0.7000000000000001
171,10991,68102,101100001000000001000100010000000101,9480,0.18763932022500213,-0.5869595999885951,1.0,0.7000000000000001
172,19686,296673,101000001010000001000000010001000101,658,0.18763932022500213,-0.5869595999885949,1.0,0.5000000000000001
173,4418,19775,101000001000000011000100000000100101,5702,0.1876393202250021,-0.5869595999885949,1.0,0.7000000000000001
174,19686,296673,101000001010000001000000010001000101,658,0.18763932022500213,-0.5869595999885949,1.0,0.5000000000000001
175,15217,111608,100010001001000000000101001010111101,2870,0.27116991284246983,-0.5860726317302476,0.8,1.0
176,6171,30419,100000001110000010000100001100100101,9742,0.16868239716593966,-0.5854206108729235,1.0,1.0
177,29362,528637,100110001000000000000100101011000101,4160,0.16868239716593966,-0.5854206108729235,1.0,1.0
178,10852,66512,100000001000000110000101000001101101,6668,0.2789812792859362,-0.5845965732047673,0.8,0.8
179,4064,18577,101110001000000011000100001000100101,5298,0.2894484837241369,-0.5845079702625827,0.8,0.8
180,4064,18577,101110001000000011000100001000100101,5298,0.2894484837241369,-0.5845079702625827,0.8,0.8
181,23071,345150,101000001000000111000100110000000101,638,0.1676547294999627,-0.5842296718267435,1.0,0.9
182,6288,31226,111000001000000011000100011000000101,6734,0.4147967324719607,-0.5808575765018757,0.6000000000000001,0.8
183,11758,74061,100110001000000000000101001000001111,5666,0.4147967324719607,-0.5808575765018755,0.6000000000000001,0.6000000000000001
184,7558,38545,101010001000000001000100001100000111,1778,0.4218487496163563,-0.5808575765018755,0.6000000000000001,0.8
185,7558,38545,101010001000000001000100001100000111,1778,0.4218487496163563,-0.5808575765018755,0.6000000000000001,0.8
186,12458,80178,101100001000000001000100011000000111,6230,0.4147967324719607,-0.5808575765018753,0.6000000000000001,0.8
187,12192,77710,101100001100000001000100001000000101,9086,0.2969100130080564,-0.5800696065803442,0.8,0.8
188,12192,77710,101100001100000001000100001000000101,9086,0.2969100130080564,-0.5800696065803442,0.8,0.8
189,5394,24946,101010001000000001000101001010101101,5632,0.2026015795759435,-0.5769516223233304,0.8,1.0
190,13656,94149,111000001000000011000100001100000101,7352,0.40560668898803387,-0.5766634091291163,0.6000000000000001,0.8
191,4039,18483,100110001000000000000101001010111101,4892,0.26990232678426085,-0.5766590743917742,0.8,1.0
192,4334,19452,101010001010000001000100001100110101,5814,0.2524929638030973,-0.5766590743917741,0.8,1.0
193,7097,36188,101110001001000001000101001100001101,1912,0.07987373522988069,-0.5763337739660344,1.0,1.0
194,2825,13692,100100001010000010000101001011001101,1414,0.11480544417087855,-0.5755963881095091,1.0,1.0
195,4201,19018,101100001000000011000101001000101101,5430,0.08912586197027969,-0.5755506653135376,1.0,0.8
196,12429,79916,101100001000000101000100001011000101,4278,0.2707214594055506,-0.5740075301450663,0.8,1.0
197,7430,37828,101010001000000011000100001110000101,3744,0.2707214594055506,-0.5740075301450662,0.8,1.0
198,26331,435415,101000001000000111000100000010010101,1478,0.1450012068162815,-0.5738994141549791,1.0,1.0
199,16353,163164,100000001011000000000101010001001101,1451,0.1450012068162815,-0.5738994141549791,1.0,1.0
200,24275,360276,100000001100000010000000000100010101,884,0.16995577903553305,-0.5734551377370093,1.0,0.7000000000000001
201,27621,482230,100000001111000000000101101001001101,1390,0.11373743748250124,-0.5732665114198408,1.0,1.0
202,18260,273545,101000001000000111000000010100000101,812,0.2694903845730108,-0.5726126183009405,0.8,0.7000000000000001
203,15868,119939,101000001000000111000001000100101101,1402,0.0689808935654134,-0.5725858543038225,1.0,0.7000000000000001
204,13922,97077,100010001000000100000101101011001101,2690,0.28260850588487546,-0.5724125257491429,0.8,1.0
205,2485,12652,101100001010000001000101001001001101,2456,0.04940593026310125,-0.5706154278456519,1.0,1.0
206,28831,515638,101110001001000001000101001000011101,1678,0.08258706094025617,-0.5700325353759434,1.0,1.0
207,5456,25368,101010001001000001000101001011001101,3150,0.08880280343402132,-0.5698554414492979,1.0,1.0
208,4764,21252,100000001001000010000101001100001101,3450,0.2498878841355276,-0.5698182701348957,0.8,1.0
209,17115,219097,101110001000000001000000100000010101,1219,0.13007800741631265,-0.5696648190115272,1.0,0.9
210,2260,11106,100000001110000000000101011100001101,3854,0.25002386548604555,-0.5689462126266115,0.8,1.0
211,5560,26221,101010001100000001000100001010010101,9576,0.2732424820992104,-0.5689462126266114,0.8,1.0
212,5560,26221,101010001100000001000100001010010101,9576,0.2732424820992104,-0.5689462126266114,0.8,1.0
213,9452,55421,100000001001000100000101101010001101,7256,0.265280860752388,-0.5689462126266113,0.8,1.0
214,5428,25160,100010001000000000000101001011011101,3370,0.2884994773655529,-0.5689462126266113,0.8,1.0
215,5428,25160,100010001000000000000101001011011101,3370,0.2884994773655529,-0.5689462126266113,0.8,1.0
216,3124,14626,100100001001000000000101001010101101,4244,0.2500238654860455,-0.5689462126266109,0.8,1.0
217,11634,73173,100110001000000000000101000011001101,9366,0.1579194217921017,-0.5685451693703847,1.0,1.0
218,5295,24242,101010001000000001000101011010001101,6326,0.20145471083705666,-0.5676353902842535,0.8,1.0
219,1632,8173,101100001000000001000000100001000101,0,0.13393339208715674,-0.5671949068070289,1.0,0.7000000000000001
220,10565,63723,101100001000000111000100001000100101,7702,0.28929691370831984,-0.5664400059062457,0.8,0.8
221,11149,69513,100000001010000000000100011000010101,8746,0.2969100130080564,-0.5658727972852399,0.8,0.8
222,24450,363635,101100001000000001000000001110010101,636,0.14046927458846986,-0.5658030624054171,1.0,1.0
223,8306,44302,101000001110000001000100101000100101,2828,0.2639418757280137,-0.5651222140582488,0.8,1.0
224,25400,400091,100110001000000000000101000100101101,1250,0.17829140111213565,-0.5645328519734412,1.0,0.8
225,4439,19854,101110001000000001000100101000110101,4944,0.2478556860150353,-0.5643793976936999,0.8,1.0
226,27343,475662,100100001010000010000101011010001101,2120,0.1840750230423732,-0.5635020129092355,0.8,1.0
227,17959,269390,101000001000000011000000000110000101,636,0.16995577903553294,-0.5634444467523977,1.0,0.8
228,23611,350996,101110001001000001000000001010000101,634,0.17348286634547214,-0.5626601689452819,1.0,0.8
229,2884,13868,101000001000000001000101101010011101,8740,0.06059794030495454,-0.5615784286658015,1.0,0.8
230,10166,60400,100110001000000000000101001001001111,6932,0.4011814321065179,-0.5607236231146053,0.6000000000000001,0.8
231,5046,22711,110000001000000110000101001100001101,9092,0.4011814321065179,-0.5607236231146053,0.6000000000000001,0.8
232,13859,96247,101000001110000001000000001000100101,6524,0.1881543593476823,-0.559908008774225,1.0,0.9
233,6179,30512,101000001111000001000101001100101101,1696,0.06436734279370597,-0.5596721059289894,1.0,1.0
234,22211,333203,101100001010000001000000000000000101,384,0.2,-0.559277740938864,1.0,0.5000000000000001
235,3441,15939,100000001000000000000101000001001101,3028,0.20000000000000004,-0.5592777409388637,1.0,0.30000000000000016
236,19809,298266,101010001000000001000000010100000101,256,0.28699937715578844,-0.5590262456795141,0.8,0.7000000000000001
237,7179,36595,101010001000000001000100000100010101,2172,0.16711593811633407,-0.5586797826519715,1.0,0.9
238,6151,30321,100100001001000000000101000000101101,1598,0.16711593811633407,-0.5586797826519715,1.0,0.9
239,10746,65397,101100001010000001000100011100000101,5606,0.26462263745315856,-0.5585577769635861,0.8,1.0
240,11022,68347,100000001010000110000101001001001101,8904,0.26462263745315856,-0.5585577769635858,0.8,1.0
241,27626,482316,100100001101000000000101001100001101,1158,0.17430008364788846,-0.5584210781134487,0.8,1.0
242,27500,480090,100000001101000010000101001001001101,2606,0.17430008364788846,-0.5584210781134484,0.8,1.0
243,24785,368755,100000001111000000000101010001001101,614,0.11439423670571773,-0.5582888396284125,1.0,1.0
244,28571,510117,101000001111000001000100010001000101,744,0.1661389937422104,-0.5582888396284125,1.0,1.0
245,6991,35581,101000001110000001000100001000000111,3610,0.4218487496163563,-0.5581898411061699,0.6000000000000001,0.8
246,3548,16508,101000001000000001000101001010101101,1930,0.18603587497833607,-0.5581470774699562,0.8,0.9
247,13252,89635,101100001010000011000100101010000101,2728,0.09793255866723176,-0.5578475230153583,1.0,1.0
248,16460,172329,101000001100000101000101001100011101,1456,0.08254460134199285,-0.5576855483870652,1.0,1.0
249,28923,518081,110010001000000000000101011011001101,3180,0.3929211638576547,-0.5575209659543199,0.4000000000000001,1.0
250,26848,457072,101000001111000001000100101010010101,1700,0.08555385810167229,-0.5571109018473472,1.0,1.0
251,25441,400990,100110001000000000000101110001001101,1340,0.1721657648089498,-0.5570262972411092,1.0,1.0
252,6489,32437,101000001010000101000100001110000101,8348,0.23720665361498705,-0.5559354846673867,0.8,1.0
253,3820,17882,101100001010000001000100001010100101,2246,0.22853584437473584,-0.5559354846673866,0.8,1.0
254,3651,17015,101000001100000111000101001110001101,4664,0.06977585245877434,-0.5557921651490756,1.0,1.0
255,9030,51218,101000001001000001000101101010001101,8000,0.061327045983049326,-0.5549019286897725,1.0,1.0
256,3348,15609,101000001010000101000100010001000101,3870,0.26676790181032684,-0.5546476764823242,0.8,1.0
257,4943,22158,100000001100000010000101001010101101,6248,0.2493706942685243,-0.5535099270507037,0.8,1.0
258,10675,64726,101000001100000111000101001101001101,7020,0.0766011081065423,-0.5534583120457408,1.0,1.0
259,10585,63862,101000001010000101000100001010010101,6874,0.2193945904702192,-0.5533349719904421,0.8,1.0
260,1870,9367,101000001110000001000101001001001101,9338,0.04026063910666935,-0.5523349172814557,1.0,1.0
261,2614,13196,101000001100000001000101001011001101,7400,0.0687292100338995,-0.5523349172814557,1.0,1.0
262,28603,510514,101000001100000011000100010011000101,752,0.21695833445274426,-0.5516972581991733,0.8,1.0
263,27356,476379,100000001011000010000101111000001101,2322,0.22500568170352608,-0.5506126640956339,0.8,1.0
264,19721,297115,101110001001000001000000110001000101,504,0.15152417279580746,-0.5504690383346168,1.0,0.9
265,9570,56315,101010001000000101000101001001001101,6550,0.20145471083705666,-0.5503083310655604,0.8,0.8
266,4132,18777,101100001000000101000101001000101101,4100,0.20145471083705652,-0.5503083310655604,0.8,0.8
267,13855,96233,100000001000000110000101001010111101,5322,0.2689657845613387,-0.5500857739005236,0.8,1.0
268,8124,42908,100110001000000000000101111010001101,8766,0.2689657845613387,-0.5500857739005235,0.8,1.0
