,Full Design,NFE,TargetRatioObjective,StiffnessObjective,FeasibilityScore,StabilityScore
36446,1.11E+33,1532,0.182571102,-0.111969245,0.8,1
36455,1.01E+35,2106,0.377844231,-0.433639574,0.6,1
36457,1.01E+35,2232,0.096910013,-0.344472601,0.8,1
36461,1.01E+35,1932,0.246498037,-0.216035657,0.8,1
36476,1.01E+35,2442,0.446944339,-0.157128214,0.4,1
36495,1.01E+35,1630,0.386198965,-0.335607307,0.6,1
36498,1.01E+35,7334,0.272412481,-0.516129956,0.8,1
36499,1.01E+35,1472,0.578895248,-0.322391668,0.4,1
36500,1.01E+35,2952,0.156316876,-0.506457772,1,0.7
36504,1.11E+35,1910,0.399394133,-0.533003389,0.6,0.8
36516,1.01E+35,3280,0.096910013,-0.376932132,0.8,0.9
36521,1.01E+35,1692,0.584987174,-0.364176496,0.4,1
36522,1.11E+33,1866,0.03678049,-0.329599137,1,0.8
36528,1.11E+33,1740,0.157456901,-0.196582243,1,1
36534,1.01E+35,6446,0.266865792,-0.414500612,0.8,0.8
36536,1.01E+35,1948,0.005656879,-0.402020715,1,0.8
36541,1.01E+35,3332,0.027996586,-0.48884343,1,1
36545,1.00E+35,5872,0.292872954,-0.686972502,0.8,1
36547,1.01E+35,2008,0.162172852,-0.473781553,1,0.7
36548,1.01E+35,2980,0.056112792,-0.535642065,1,1
36550,1.01E+35,1540,0.430702352,-0.003026454,0.4,0.8
36554,1.01E+35,4496,0.161248487,-0.66447104,1,1
36559,1.01E+35,1748,0.310974612,-0.369974701,0.6,0.7
36562,1.01E+35,8426,0.250841636,-0.532637359,0.8,1
36568,1.01E+35,2152,0.047830596,-0.483557838,1,0.7
36573,1.01E+35,1604,0.58030796,-0.253783617,0.4,0.7
36574,1.01E+35,4100,0.097600159,-0.384813527,0.8,0.9
36589,1.01E+35,1478,0.310974612,-0.387194435,0.6,0.7
36595,1.01E+35,2172,0.167115938,-0.558679783,1,0.9
36599,1.01E+35,8018,0.406862958,-0.552323588,0.6,0.8
36601,1.00E+35,6888,0.1998,-1.35E-05,1,0.8
36603,1.01E+35,2574,0.198956542,-0.521905185,0.8,1
36604,1.01E+35,2184,0.500195067,0.049705287,0.4,1
36607,1.01E+35,2262,0.085400267,-0.589640671,1,1
36611,1.01E+35,7960,0.160965791,-0.618695743,1,1
36620,1.11E+35,8144,0.446359102,-0.232586054,0.4,0.8
36621,1.01E+35,2240,0.175135856,-0.233221398,0.8,1
36627,1.01E+35,3768,0.542618232,-0.268938309,0.4,1
36634,1.01E+35,1970,0.089125862,-0.575550665,1,0.8
36635,1.01E+35,1726,0.283279462,-0.232491265,0.6,1
36636,1.01E+35,6984,0.144875437,-0.57501614,1,1
36640,1.01E+35,1886,0.167309684,-0.45188775,0.8,1
36641,1.01E+35,1822,0.366359574,-0.377159988,0.6,1
36664,1.01E+35,1686,0.043783141,-0.44466087,1,0.8
36665,1.01E+35,2688,0.176332469,-0.665856226,1,1
36668,1.01E+35,3076,0.337879307,-0.367258578,0.6,1
36673,1.01E+35,5144,0.257814592,-0.588580747,0.8,1
36675,1.00E+35,7128,0.296710013,0.096896963,0.8,1
36681,1.01E+35,2096,0.058727939,-0.483824625,1,0.8
36683,1.01E+35,1754,0.53877481,-0.2029433,0.4,1
36695,1.00E+35,4864,0.225655039,-0.471289278,0.8,1
36697,1.00E+35,6160,0.38482253,-0.405022153,0.6,1
36705,1.01E+35,2942,0.142521913,-0.374115618,0.8,0.9
36708,1.01E+35,2126,0.554982854,-0.155622128,0.4,1
36714,1.01E+35,2944,0.254317622,-0.525780673,0.8,1
36716,1.01E+35,1666,0.164367638,-0.627630528,1,1
36722,1.01E+35,2248,0.397940009,-0.080168602,0.4,1
36725,1.01E+33,1804,0.149479767,-0.354745097,1,0.8
36726,1.01E+35,2014,0.298498413,-0.356169471,0.6,1
36735,1.01E+35,1982,0.296910013,-0.528148848,0.8,1
36737,1.01E+35,1852,0.031541147,-0.444604738,1,1
36744,1.01E+35,1700,0.082587061,-0.570032535,1,1
36745,1.01E+35,6196,0.228535844,-0.555935485,0.8,0.9
36760,1.01E+35,2462,0.272535041,-0.599108517,0.8,1
36761,1.01E+35,2564,0.211455591,-0.473806429,0.8,1
36762,1.01E+35,8960,0.082544601,-0.557685548,1,1
36765,1.00E+35,9596,0.2,-0.637970686,1,1
36789,1.01E+35,2142,0.15834839,-0.403232498,0.8,1
36790,1.01E+35,1672,0.567087593,-0.23752207,0.4,1
36795,1.01E+35,7956,0.140469275,-0.565803062,1,1
36796,1.01E+35,1688,0.277468816,-0.326132324,0.6,1
36804,1.00E+35,7884,0.1998,-1.55E-05,1,0.9
36808,1.01E+35,9292,0.201454711,-0.550308331,0.8,0.8
36810,1.00E+33,1428,0.480782721,-0.099729188,0.4,0.8
36822,1.01E+35,9760,0.177812888,-0.717719935,1,0.8
36823,1.01E+35,3692,0.289595497,-0.3225936,0.6,1
36826,1.01E+35,2070,0.274855395,-0.601807834,0.8,1
36829,1.01E+35,2924,0.344085081,-0.348903012,0.6,0.9
36831,1.01E+35,8242,0.056112792,-0.535642065,1,1
36833,1.01E+35,9938,0.156316876,-0.528741277,1,0.7
36835,1.01E+35,1886,0.492965839,-0.172117761,0.4,0.8
36839,1.11E+35,1574,0.331999038,-0.448973084,0.6,1
36846,1.11E+35,6102,0.443879494,-0.210771368,0.4,1
36847,1.01E+35,3522,0.171398502,-0.620979217,1,1
36848,1.01E+35,1762,0.520424586,-0.207920506,0.4,1
36865,1.01E+35,1776,0.272070048,-0.492049379,0.8,1
36869,1.01E+35,2196,0.102633748,-0.620598771,1,1
36870,1.01E+35,1988,0.063885478,-0.574203067,1,1
36871,1.01E+35,6608,0.249056392,-0.530268756,0.8,1
36880,1.00E+35,2220,0.169725232,-0.616381204,1,1
36890,1.01E+35,1878,0.275500869,-0.330266918,0.6,1
36891,1.01E+35,8018,0.375945955,-0.347081192,0.6,1
36893,1.01E+35,1532,0.597940009,-0.368527739,0.4,1
36900,1.01E+35,1642,0.149404679,-0.465203432,1,1
36906,1.01E+35,2124,0.195558075,-0.532926954,0.8,0.8
36908,1.01E+35,2072,0.350073793,-0.342301417,0.6,1
36922,1.01E+35,2208,0.077515338,-0.559327163,1,1
36930,1.01E+35,2894,0.153022805,-0.438732052,0.8,1
36935,1.01E+35,4886,0.126434262,-0.5026819,1,1
36939,1.01E+35,1944,0.097076817,-0.6065424,1,1
36944,1.01E+35,4726,0.143510349,-0.404773736,0.8,1
36949,1.01E+35,9836,0.493265521,-0.175164023,0.4,1
36950,1.00E+35,6872,0.1789147,-0.676916232,1,1
36954,1.01E+35,1710,0.533560025,-0.214017011,0.4,0.8
36955,1.01E+35,1818,0.534145441,-0.156014418,0.4,1
36958,1.00E+35,6522,0.2,-0.637970686,1,1
36968,1.01E+35,2682,0.086903726,-0.603690642,1,1
36971,1.01E+35,2846,0,-0.441382614,1,1
36975,1.01E+35,1818,0.468839322,-0.104749253,0.4,0.7
36977,1.00E+35,1838,0.169839489,-0.646486232,1,1
36978,1.01E+35,7634,0.219897902,-0.47891693,0.8,1
36988,1.00E+35,1876,0.296710013,0.096897163,0.8,1
36993,1.01E+35,1912,0.272669025,-0.162278491,0.6,1
36996,1.01E+35,2438,0.098357771,-0.383437478,0.8,1
36997,1.01E+35,1796,0.44353037,-0.116187365,0.4,1
37008,1.00E+35,7642,0.597740009,0.397929663,0.4,0.9
37009,1.01E+35,1722,0.55079826,-0.16709965,0.4,1
37011,1.01E+35,3120,0.093655179,-0.605194825,1,1
37020,1.01E+35,1972,0.096910013,-0.344472601,0.8,1
37021,1.01E+35,1550,0.308039245,-0.241949338,0.6,1
37023,1.01E+35,1586,0.1998,-1.29E-05,1,0.9
37029,1.00E+33,1586,0.2,-0.266518729,1,0.6
37031,1.01E+35,3240,0.456254698,-0.079938592,0.4,1
37033,1.01E+35,2886,0.289448484,-0.58450797,0.8,0.8
37034,1.01E+35,2318,0.244323182,-0.217303393,0.6,1
37038,1.01E+35,1746,0.387392063,-0.374425175,0.6,1
37041,1.00E+35,6590,0.1789147,-0.632334168,1,1
37050,1.00E+35,6172,0.1998,-1.46E-05,1,0.5
37059,1.00E+35,6708,0.175502468,-0.6794007,1,1
37078,1.01E+35,7634,0.175047042,-0.468377318,0.8,1
37080,1.01E+35,2176,0.070435452,-0.561454707,1,1
37086,1.01E+35,1882,0.201454711,-0.550308331,0.8,0.8
37087,1.01E+35,2246,0.090185742,-0.583030815,1,1
37089,1.01E+35,9416,0.42164875,0.221838565,0.6,0.9
37090,1.01E+35,7938,0.399345648,-0.451840809,0.6,1
37091,1.01E+35,5482,0.16222203,-0.430396737,0.8,1
37092,1.01E+35,9758,0.215446814,-0.472319117,0.8,1
37099,1.01E+35,1620,0.176414121,-0.603654323,1,1
37100,1.01E+35,2108,0.042265065,-0.493782249,1,0.8
37107,1.01E+33,1602,0.244767757,-0.294642525,0.8,0.8
37112,1.01E+35,8352,0.459378386,-0.102202503,0.4,1
37122,1.01E+35,2418,0.017718784,-0.415362104,1,1
37127,1.01E+35,1620,0.358473847,-0.38129958,0.6,1
37133,1.01E+35,3440,0.117034948,-0.400656971,0.8,1
37134,1.00E+31,1618,0.1998,-1.96E-05,1,0.8
37139,1.00E+35,2570,0.192538471,-0.750814951,1,0.8
37140,1.01E+35,1958,0.075839016,-0.331198343,1,0.8
37141,1.01E+33,1696,0.040493539,-0.301774594,1,1
37148,1.01E+35,2060,0.121443742,-0.397144479,0.8,1
37155,1.01E+35,2224,0.126779928,-0.303992752,0.8,0.8
37164,1.01E+35,9146,0.144920369,-0.575451977,1,1
37166,1.11E+33,1854,0.151166772,-0.350032451,1,0.9
37167,1.01E+35,1900,0.334640829,-0.482504161,0.6,0.8
37172,1.01E+35,2584,0.507673045,-0.266047995,0.4,1
37173,1.01E+35,1758,0.525178247,-0.214017011,0.4,0.8
37177,1.01E+35,9890,0.149525605,-0.611485768,1,1
37178,1.01E+35,1730,0.238032293,-0.502943528,0.8,1
37179,1.00E+35,7154,0.42164875,0.221837781,0.6,1
37185,1.01E+35,4656,0.254317622,-0.525780673,0.8,1
37188,1.01E+35,7478,0.23612528,-0.225674309,0.6,1
37191,1.01E+35,2636,0.071921614,-0.587769361,1,0.8
37194,1.01E+35,1736,0.183981138,-0.708636702,1,0.8
37196,1.01E+35,3758,0.405606689,-0.576663409,0.6,0.8
37199,1.01E+35,1976,0.192613612,-0.699827477,1,1
37202,1.01E+35,2328,0.032403139,-0.44917638,1,0.8
37203,1.11E+35,8692,0.562359247,-0.291039831,0.4,1
37204,1.01E+35,2806,0.1531195,-0.505014697,1,1
37205,1.01E+35,1690,0.357468766,-0.39010827,0.6,0.8
37207,1.01E+35,1716,0.105642905,-0.566822209,1,1
37211,1.10E+34,1548,0.590478479,-0.204703893,0.4,0.8
37212,1.00E+35,2866,0.296710013,0.096899231,0.8,1
37222,1.01E+35,9252,0.224278214,-0.490535155,0.8,0.9
37223,1.01E+35,3622,8.88E-17,-0.442127261,1,0.9
37226,1.01E+35,3118,0.042265065,-0.547233496,1,0.7
37232,1.01E+35,2192,0.068168797,-0.484055994,1,1
37235,1.01E+35,6360,0.307282681,-0.313656546,0.6,1
37239,1.00E+35,2422,0.171361398,-0.516744579,1,1
37249,1.00E+33,7018,0.109189927,-0.189272016,0.8,1
37264,1.01E+35,1984,0.49826962,-0.167268646,0.4,1
37276,1.01E+35,3500,0.137433272,-0.372269154,0.8,1
37280,1.01E+35,1790,0.576854709,-0.246587105,0.4,0.7
37283,1.01E+35,3528,0.1505,-0.334679186,0.8,0.7
37284,1.00E+35,9452,0.219540011,-0.525876982,0.8,1
37285,1.01E+35,1960,0.411029331,-0.53971183,0.6,0.6
37290,1.01E+35,1922,0.135577968,-0.279492743,0.8,0.9
37293,1.01E+35,1506,0.41438722,-0.47852973,0.6,0.7
37296,1.00E+35,8160,0.42164875,0.221838143,0.6,0.9
37299,1.01E+35,1794,0.088802803,-0.569855441,1,1
37301,1.01E+35,4818,0.171398502,-0.642724966,1,1
37311,1.01E+35,7424,0.167115938,-0.558679783,1,0.9
37316,1.01E+35,8296,0.374618315,-0.419355967,0.6,1
37317,1.01E+35,2054,0.298449858,-0.331609562,0.6,1
37324,1.01E+35,2732,0.047830596,-0.462806498,1,1
37332,1.01E+35,1674,0.360286984,-0.360972222,0.6,1
37342,1.01E+35,2050,0.315044279,-0.363258866,0.6,1
37344,1.01E+35,2246,0.081402501,-0.589177967,1,1
37354,1.01E+35,1708,0.543247323,-0.23239323,0.4,0.8
37355,1.01E+35,2030,0.047429624,-0.479317138,1,0.9
37369,1.01E+35,1588,0.166819218,-0.519882491,1,0.9
37370,1.01E+35,2628,0.273242482,-0.549897091,0.8,1
37372,1.01E+35,7514,0.302746003,-0.327919156,0.6,0.8
37382,1.00E+35,6774,0.2,-0.624151555,1,1
37387,1.11E+35,2378,0.415761077,-0.582553797,0.6,0.8
37392,1.01E+35,6470,0.550900607,-0.252916073,0.4,1
37395,1.01E+35,8886,0.400983977,-0.478217425,0.6,0.9
37396,1.11E+35,6642,0.374826621,-0.394532454,0.6,1
37403,1.00E+35,1568,0.296910013,-0.592250502,0.8,0.8
37407,1.01E+35,9940,0.350593776,-0.346350542,0.6,1
37409,1.01E+35,1708,0.042482395,-0.340292019,1,0.7
37421,1.01E+35,8142,0.375945955,-0.405022153,0.6,1
37425,1.01E+35,1828,0.286818965,-0.29065679,0.6,1
37438,1.01E+35,1994,0.176117805,-0.452003548,0.8,1
37443,1.01E+35,3700,0.57857574,-0.361864537,0.4,1
37444,1.01E+35,1816,0.06872921,-0.552334917,1,0.8
37446,1.11E+35,3724,0.324076275,-0.436341743,0.6,1
37447,1.01E+35,2132,4.44E-17,-0.42895542,1,0.8
37449,1.01E+35,3448,0.228754791,-0.470261726,0.8,1
37458,1.01E+35,2132,0.235960842,-0.239313468,0.6,1
37464,1.01E+33,1378,0.388514717,-0.293798742,0.6,0.8
37470,1.01E+35,1654,0.21293553,-0.397251716,0.8,0.8
37475,1.01E+35,8676,0.135924552,-0.561873235,1,1
37485,1.01E+35,2064,0.099875566,-0.306188351,1,1
37490,1.01E+35,3220,0.097295266,-0.305606227,0.8,0.8
37498,1.01E+35,6864,0.344333327,-0.384011765,0.6,0.9
37510,1.01E+35,1616,0.550166135,-0.211158216,0.4,1
37512,1.01E+35,9024,0.18763932,-0.5869596,1,0.7
37514,1.01E+35,1786,0.235381717,-0.537096729,0.8,1
37519,1.01E+35,6320,0.187890545,-0.506387063,0.8,1
37534,1.01E+33,1540,0.160999794,-0.13970559,0.8,1
37537,1.00E+33,1704,0.165550789,-0.146910975,0.8,0.7
37541,1.01E+35,2116,0.171453215,-0.443629253,0.8,1
37546,1.11E+35,2680,0.331999038,-0.448973084,0.6,1
37549,1.01E+35,4814,0.235448106,-0.143109257,0.6,0.8
37553,1.01E+35,8750,0.40137524,-0.438510412,0.6,1
37556,1.01E+35,2064,0.041437798,-0.471102552,1,0.8
37561,1.01E+35,1840,0.151166772,-0.374067968,1,0.8
37564,1.11E+33,1840,0.456993934,-0.124995453,1,0.8
37565,1.00E+35,2624,0.191338067,-0.69601853,1,1
37577,1.00E+35,7918,0.296710013,0.09689618,0.8,0.8
37579,1.01E+33,1682,0.028106051,-0.411929462,1,0.8
37580,1.01E+33,1706,0.405647295,-0.000817719,0.6,0.7
37584,1.01E+35,2340,0.281569992,-0.289972496,0.6,1
37590,1.01E+35,1628,0.42184875,-0.398805742,0.6,0.9
37591,1.01E+35,2206,0.182158203,-0.677385768,1,1
37597,1.01E+35,2078,4.44E-17,-0.408740623,1,0.9
37608,1.01E+35,3126,0.101079363,-0.606581162,1,1
37609,1.01E+35,1534,0.508090297,-0.272881825,0.4,1
37612,1.01E+35,1738,0.432012165,0.070539231,0.4,1
37625,1.00E+35,1628,0.42164875,0.221838099,0.6,1
37629,1.01E+35,1868,0.575485392,-0.35691213,0.4,0.8
37631,1.01E+35,5786,0.31916984,-0.325164337,0.6,1
37635,1.11E+33,1576,0.236593932,-0.04819438,0.8,0.8
37647,1.01E+35,9932,0.597740009,0.397930065,0.4,0.7
37649,1.01E+35,3866,0.394251202,-0.477333348,0.6,1
37650,1.01E+35,1976,0.420186486,-0.110629151,0.4,0.8
37663,1.01E+35,2620,0.176530542,-0.505454241,0.8,1
37664,1.01E+35,2210,0.186364509,-0.51038426,0.8,1
37693,1.01E+35,6704,0.475230774,-0.160829893,0.4,1
37694,1.01E+35,5544,0.191294514,-0.6794007,1,1
37696,1.01E+35,2286,0.250023865,-0.568946213,0.8,1
37698,1.10E+27,8304,0.136667603,-0.457167039,1,0.7
37707,1.01E+35,2722,0.362683551,-0.379034559,0.6,1
37729,1.00E+33,9656,0.08655535,-0.310938517,1,0.8
37732,1.01E+35,6080,0.236871958,-0.389842596,0.8,0.8
37735,1.01E+35,3722,0.451592128,-0.154175659,0.4,1
37736,1.01E+33,1458,0.522661368,-0.11295001,0.4,0.8
37742,1.01E+35,1714,0.054343396,-0.284119125,1,0.8
37746,1.01E+35,2350,0.145154712,-0.469339511,1,0.8
37762,1.01E+33,1568,0.12326967,-0.196654967,0.8,1
37766,1.01E+35,1856,0.020710678,-0.397845149,1,0.8
37772,1.01E+35,9418,0.42164875,0.221836508,0.6,0.6
37773,1.01E+35,1634,0.296710013,0.096899226,0.8,0.7
37780,1.01E+35,9570,0.135168907,-0.430396737,0.8,0.8
37785,1.01E+35,1804,0.127575408,-0.41190811,0.8,1
37789,1.01E+35,7566,0.179616813,-0.666728283,1,1
37790,1.01E+35,2410,4.44E-17,-0.458540465,1,1
37801,1.01E+35,1768,0.53121159,-0.156618068,0.4,1
37821,1.01E+35,8450,0.272412481,-0.604736594,0.8,1
37827,1.01E+35,3722,0.316537554,-0.394655627,0.6,1
37828,1.01E+35,3744,0.270721459,-0.57400753,0.8,1
37834,1.01E+35,1960,0.393751367,-0.473454636,0.6,1
37841,1.01E+35,6992,0.547539694,-0.224750677,0.4,1
37842,1.01E+35,3890,0.262372009,-0.259885752,0.6,1
37844,1.01E+33,1660,0.2,-0.352329119,1,0.8
37845,1.01E+35,1924,0.101769087,-0.535250798,1,1
37851,1.00E+35,8594,0.2,-0.718204799,1,0.4
37853,1.01E+35,1554,0.183100508,-0.366888075,0.8,1
37855,1.01E+35,2836,0,-0.439205119,1,0.7
37866,1.01E+35,1712,0.176386851,-0.417154679,1,0.9
37867,1.01E+35,2050,0.171421492,-0.606944454,1,1
37872,1.01E+35,2006,0.170421245,-0.634319554,1,1
37876,1.01E+35,2182,0.121443742,-0.397144479,0.8,1
37879,1.01E+35,3754,0.275500869,-0.330266918,0.6,1
37886,1.01E+35,2592,0.147716482,-0.422342525,0.8,1
37887,1.01E+35,3506,0.095325512,-0.573104032,1,1
37894,1.01E+35,7066,0.21923108,-0.493450681,0.8,0.8
37897,1.01E+35,2048,0.139129684,-0.392358442,0.8,1
37899,1.00E+35,8140,0.42164875,0.221836739,0.6,0.9
37902,1.01E+35,1702,0.063682394,-0.473264054,1,1
37904,1.01E+35,1780,0.47391577,-0.182931783,0.4,1
37905,1.01E+35,1442,0.57857574,-0.368527739,0.4,1
37909,1.01E+35,6720,0.556947917,-0.202117637,0.4,1
37910,1.00E+33,6004,0.061203875,-0.283281446,1,1
37916,1.01E+35,3782,0.2,-0.658596149,1,0.8
37934,1.11E+35,2160,0.286493411,-0.343189796,0.6,0.8
37943,1.01E+35,2198,0.059220797,-0.527383184,1,1
37946,1.00E+33,3486,0.035114206,-0.367131536,1,0.8
37949,1.01E+35,7694,0.038882304,-0.390786881,1,0.8
37951,1.01E+35,1788,0.347931174,-0.361109604,0.6,1
37972,1.11E+35,9290,0.553761325,-0.291931005,0.4,1
37975,1.00E+33,7206,0.556168563,0.008824643,0.8,0.9
37979,1.01E+35,3596,0.47391577,-0.182931783,0.4,1
37984,1.00E+35,6094,0.171398502,-0.642724966,1,1
38013,1.01E+35,3738,0.300624391,-0.373438744,0.6,1
38022,1.01E+35,1844,0.276667765,-0.308008046,0.6,1
38027,1.00E+35,6862,0.296710013,0.096898553,0.8,1
38029,1.01E+35,6902,0.171398502,-0.620979217,1,1
38031,1.00E+35,6752,0.248026636,-0.475230798,0.8,1
38035,1.01E+35,2802,0.254852976,-0.502879199,0.8,1
38043,1.11E+35,3572,0.56633681,-0.347140351,0.4,1
38051,1.00E+35,3512,0.171762647,-0.603373302,1,0.8
38053,1.01E+35,3594,0.139175078,-0.450323483,0.8,0.7
38054,1.01E+35,1740,0.279007074,-0.428627506,0.8,0.8
38056,1.01E+35,1664,0.217825404,-0.489761229,0.8,1
38057,1.01E+35,3130,0.175625028,-0.69601853,1,1
38061,1.01E+35,6982,0.272285384,-0.587898801,0.8,0.8
38068,1.01E+35,7380,0.299935882,-0.367671311,0.6,1
38069,1.01E+35,1880,0.1998,-1.11E-05,1,0.7
38077,1.01E+35,4662,0.076265308,-0.559513147,1,1
38094,1.01E+33,2128,0.073868451,-0.156205969,1,0.7
38110,1.01E+35,1606,0.329115172,-0.310293365,0.6,1
38111,1.01E+35,1814,0.358327297,-0.3500306,0.6,1
38113,1.01E+35,2034,0.006512114,-0.379358801,1,0.8
38129,1.01E+33,1694,0.108306835,-0.235463127,1,0.7
38132,1.01E+35,1870,0.179454614,-0.460775535,0.8,1
38137,1.01E+35,2968,0.113137085,-0.406091728,1,0.7
38144,1.01E+35,1952,0.44015968,-0.050368684,0.4,0.9
38150,1.01E+35,8256,0.484339863,-0.227046331,0.4,1
38155,1.01E+33,1430,0.371846995,-0.112764951,0.6,0.8
38157,1.01E+35,1994,0.458495888,-0.184967019,0.4,0.8
38159,1.01E+35,3200,0.355782142,-0.237157376,0.6,0.8
38166,1.00E+35,2014,0.188533199,-0.558547623,1,0.8
38171,1.01E+35,4762,0.222538896,-0.25987479,0.6,0.9
38176,1.00E+33,5248,0.274327765,-0.207468044,1,1
38183,1.01E+35,2106,0.180973221,-0.473619729,0.8,1
38187,1.01E+35,3134,0.254816254,-0.539441066,0.8,1
38189,1.01E+35,1986,0.183813739,-0.454971503,0.8,1
38194,1.01E+35,3022,0.3701841,-0.402687819,0.6,1
38198,1.01E+35,2934,0.244376406,-0.556575233,0.8,1
38203,1.01E+35,1598,0.501965264,-0.101795194,0.4,1
38205,1.00E+35,1956,0.42164875,0.221836514,0.6,1
38213,1.01E+35,2046,0.182985169,-0.499039522,0.8,1
38222,1.01E+35,7370,0.248026636,-0.475230798,0.8,1
38226,1.01E+35,3020,0.4330983,-0.134996634,0.4,1
38234,1.11E+35,1884,0.565087012,-0.287592649,0.4,1
38263,1.01E+35,7942,0.32993641,-0.411673598,0.6,1
38268,1.01E+35,7692,0.096910013,-0.390019119,0.8,1
38269,1.01E+35,6178,0.19957561,-0.52349624,0.8,1
38278,1.01E+35,7560,0.104544698,-0.647218344,1,0.8
38284,1.00E+33,9932,0.1998,-1.82E-05,1,0.7
38286,1.01E+35,1656,0.403579283,-0.446420805,0.6,0.8
38292,1.01E+35,4168,0.260716939,-0.233725419,0.6,1
38300,1.01E+35,2642,0.397940009,-0.093403715,0.4,1
38312,1.01E+33,1784,0.15200159,-0.1726294,0.8,0.8
38319,1.01E+35,2332,0.093802027,-0.583615915,1,1
38324,1.01E+35,1868,0.010117732,-0.370711264,1,0.9
38329,1.01E+35,1610,0.395660196,-0.449068794,0.6,1
38330,1.01E+35,2348,0.06961159,-0.543360298,1,1
38331,1.01E+35,1552,0.193416687,-0.375773277,0.8,1
38334,1.01E+35,8636,0.20168458,-0.436935366,0.8,1
38337,1.01E+35,7198,0.311303245,-0.385445524,0.6,1
38340,1.01E+35,2066,0.061327046,-0.538763917,1,1
38342,1.01E+35,1780,0.276667765,-0.308008046,0.6,1
38346,1.00E+35,1652,0.1998,-1.35E-05,1,1
38348,1.01E+35,1722,0.328381295,-0.40725024,0.6,1
38350,1.01E+35,7636,4.44E-17,-0.421938336,1,0.9
38355,1.01E+35,2768,0.182896996,-0.339983588,0.8,1
38358,1.01E+35,1642,0.543024436,-0.166114015,0.4,1
38370,1.01E+35,2152,0.014971553,-0.417447007,1,1
38372,1.01E+35,1764,0.259925114,-0.215962995,0.6,1
38373,1.01E+35,2220,0.009338659,-0.383845764,1,1
38377,1.00E+33,7942,0.29551845,-0.248263601,1,1
38386,1.01E+35,4390,0.163880024,-0.486120802,0.8,1
38388,1.01E+35,2024,0.18811515,-0.679723869,1,0.8
38398,1.01E+35,1662,0.261513307,-0.508113419,0.8,1
38399,1.00E+35,1566,0.42164875,0.22183896,0.6,1
38408,1.01E+35,7612,0.529204413,-0.205078844,0.4,1
38411,1.01E+35,2020,0.58030796,-0.253783617,0.4,0.8
38413,1.01E+35,2296,0.357277971,-0.36324841,0.6,1
38416,1.01E+33,1546,0.3212088,-0.214623918,0.6,1
38422,1.10E+34,9694,0.535532649,-0.05966763,0.4,1
38430,1.01E+35,8272,0.175502468,-0.6794007,1,1
38437,1.01E+35,1546,0.42184875,-0.513797095,0.6,1
38447,1.01E+35,1662,0.217394861,-0.381456591,0.8,0.9
38448,1.10E+34,3436,0.139175078,-0.377671397,0.8,0.8
38449,1.01E+33,1664,0.2,-0.403961667,1,0.8
38453,1.01E+35,1940,0.1998,-1.18E-05,1,0.9
38455,1.00E+35,4568,0.168682397,-0.585420611,1,1
38471,1.11E+35,3312,0.479263215,-0.17869926,0.4,0.8
38483,1.01E+35,2454,0,-0.423824823,1,0.9
38486,1.01E+35,1752,0.471375938,-0.135196555,0.4,1
38488,1.01E+35,1760,0.067776925,-0.529722047,1,1
38509,1.01E+35,6290,0.577272691,-0.384632364,0.4,0.8
38511,1.01E+35,2758,0.156316876,-0.506457772,1,0.7
38520,1.01E+35,1966,0.078205079,-0.542318159,1,0.7
38531,1.00E+35,8718,0.296710013,0.0968989,0.8,1
38541,1.01E+35,3212,0.047830596,-0.483557838,1,0.7
38545,1.01E+35,1778,0.42184875,-0.580857577,0.6,0.8
38546,1.01E+33,1646,0.421925698,0.012644121,0.4,0.7
38552,1.01E+35,9984,0.392625258,-0.495871185,0.6,0.8
38561,1.01E+35,2498,0.1998,-9.94E-06,1,0.9
38563,1.00E+35,8616,0.399394133,-0.533003389,0.6,0.8
38564,1.01E+35,1850,0.019441152,-0.378563547,1,1
38586,1.00E+35,2684,0.159661729,-0.512996395,1,1
38598,1.01E+35,1676,0.341779271,-0.300157876,0.6,1
38599,1.01E+35,8774,0.062937606,-0.541329386,1,1
38603,1.01E+35,6148,0.192386901,-0.730906909,1,0.8
38614,1.01E+35,1936,0.520996146,-0.316516566,0.4,0.8
38637,1.01E+35,2000,0.345721718,-0.381764622,0.6,1
38651,1.01E+35,6456,0.205650273,-0.435544142,0.8,1
38652,1.00E+33,1470,0.821043089,0.208403945,0.4,0.8
38653,1.01E+35,2086,0.193180113,-0.514715046,0.8,0.8
38671,1.01E+35,5770,0.561439564,-0.340368021,0.4,1
38674,1.01E+35,1626,0.38482253,-0.405022153,0.6,1
38681,1.01E+35,1870,0.071364073,-0.555469644,1,1
38686,1.01E+35,2078,4.44E-17,-0.423824823,1,0.7
38692,1.00E+35,6756,0.48337394,-0.137565287,0.4,1
38696,1.01E+35,2046,0.244404645,-0.273809714,0.6,1
38703,1.01E+35,6788,0.271063751,-0.520782495,0.8,1
38713,1.00E+35,1574,0.239191364,-0.449869418,0.8,1
38717,1.00E+33,1300,0.505297675,0.074239263,0.4,1
38725,1.00E+35,7664,0.537582552,-0.180786903,0.4,0.9
38731,1.01E+35,1876,0.442541497,-0.180427668,0.4,1
38747,1.01E+35,1514,4.44E-17,-0.408740623,1,0.9
38748,1.00E+33,1380,0.246498037,-0.216035657,0.8,0.9
38750,1.00E+33,1334,0.306826639,-0.151607763,0.6,1
38752,1.01E+35,4038,0.229099314,-0.488151911,0.8,1
